num_doc,title,annee_publication,issn
7481,"Le débat sur l’action collective en Europe : ils n’ont rien appris, ni rien oublié ?",2015,1953-8111
7482,Supplément aux Ichneumonides d'Europe [Hymén.],1897,
7483,"L’Europe en crise et le monde, de Mario Telò, Bruxelles, Éditions de l’Université de Bruxelles, 2016, 222 p.",2019,1703-8480
7484,Transmission de la politique monétaire dans les Pays d'Europe Centrale et Orientale : que savons-nous vraiment ?,2007,1777-5795
7485,Les rhynchocéphales et les sauriens des calcaires lithographiques (Jurassique supérieur) d'Europe occidentale,1963,
7486,Les rhinocéridés de l'oligocène d'Europe,1912,
7487,L'emploi des femmes dans les pays semi-périphériques de l'Europe. Analyse du cas portugais,1994,
7488,"Jacques Barou, Europe, terre d'immigration. Flux migratoires et intégration, 2001",2001,2262-3353
7489,"Hommes et Migrations, n°1191, octobre 1995. Musiques des Afriques. Voix maghrébines et tempos blacks en Europe.",1995,2262-3353
7490,L.-L. Zaliznyak The swidrian reindeer-hunters of eastern Europe,1997,1760-7361
7491,État moderne et attribution symbolique : emblèmes et devises dans l'Europe des XVIe et XVIIe siècles,1985,
7492,Opinion publique et politique extérieure en Europe. II. 1915-1940. Actes du Colloque de Rome (16-20 février 1981),1984,
7493,Opinion publique et politique extérieure en Europe. III. 1940-1981. Actes du colloque de Rome (17-20 février 1982),1985,
7494,L'avenir politique du Québec et l'expérience communautaire de l'Europe : plaidoyer pour une Communauté économique canadienne,1989,
7495,"Chronique Législative - L'Europe des politiques migratoires : France, Italie, Pays-Bas, RFA",1989,1777-5418
7496,Alfred Coville. L'Europe occidentale de 1270 à 1380. Deuxième partie : De 1328 à 1380,1942,2109-9502
7497,"Louis Chatellier, L'Europe des dévots, Collection Nouvelle bibliothèque scientifique, 1987",1989,
7498,Europe et Tiers Monde : des relations conflictuelles. Interview de Guy Labertit et Bernard Ravenel,1989,
7499,"De l'identité nationale en Europe centrale et balkanique : L'État, le Folklore paysan et le mono-ethnisme",1979,
7500,"Coup d'œil sur l'ethnographie de la Turquie d’Europe, avec des notes sur la configuration et la délimitation de la Bosnie et de l'Herzégovine",1861,2297-5810
7501,La reconquête catholique en Europe centrale (fin XVIIe siècle-début XVIIIe siècle),1997,
7502,"E. Tonnelat. — L'expansion allemande hors d'Europe. — Paris, Colin, 1908",0,
7503,"Georges Bohn. — Le mouvement biologique en Europe, Paris, Armand Colin",0,
7504,Les exportations de vins des Côtes du Rhône en Europe : chronique d'une réussite (non) annoncée,1996,1760-8538
7505,"P. Verhille, D. Leroy, J.L. Voirgard - Atlas analytique de la Grande Europe",1996,1777-5876
7506,"Roger Léon Coulon. — L'Europe inquiète. Paris, Marcel Rivière",0,
7507,"Paul Valayer. — L’Allemagne fera-t-elle sombrer l’Europe. Paris, Hachette, 1935",0,
7508,"Principes de la politique allemande dans l'Europe du Centre et de l'Est (Publication de la dotation Carnegie, 1930)",0,
7509,"René Dupuis et Alexandre Marc. — Jeune Europe. Paris, Plon. 1933",0,
7510,"Un Hémiptère nouveau en Europe : Ventocoris martini (Horváth, 1889) (Het., Pentatomidae)",2007,
7511,"Briard (Jacques), L'âge du bronze en Europe barbare des mégalithes aux Celtes",1977,2108-6443
7512,"Opinion de M. Rabaud au sujet des mouvements de plusieurs princes de l'Europe, en annexe de la séance du 28 juillet 1790",1884,
7513,H. Elhaï. — Les paysages végétaux au Quaternaire en Europe occidentale,1965,1760-8546
7514,"L’Europe court-elle à sa ruine ? par Alfred de Tarde. Paris, A. Colin, éditeur",0,
7515,"La Russie et l’Europe, par Grégoire Alexinsky. Paris, Ernest Flammarion, éditeur",0,
7516,"Le ""Napoléon"" de Georges Lefebvre appliqué à l'Europe en crise de la première moitié du XXe siècle",1983,1952-403
7517,Wackermann (Gabriel) 1995. — Le Transport des marchandises dans l'Europe de demain. Le défi de l'équilibre,1998,1760-8546
7518,Crises et mutations des agricultures et des espaces ruraux. Les agricultures subarctiques de l'Europe du Nord,1997,1760-8546
7519,Contribution à l'étude des fortes tempêtes d'Ouest sur la façade Atlantique de l'Europe du Nord-Ouest,1975,1760-8546
7520,"Calmes (R.), Mykolenko (L.), 1985, — L'Europe Agricole — Une nouvelle géographie des productions",1986,1760-8546
7521,"Sphéciformes nouveaux ou peu connus de la faune de France et d’Europe occidentale (Hymenoptera, Aculeata)",2014,
7522,"Le Fablier. Revue des Amis de Jean de La Fontaine, n°13, 2001. La Fontaine et l'héritage de l'Europe humaniste (15-16 novembre 2001) (1)",2001,
7523,"Le Fablier. Revue des Amis de Jean de La Fontaine, n°14, 2002. La Fontaine et l'héritage de l'Europe humaniste (15-16 novembre 2001) (2)",2002,
7524,"Contes Populaires juifs d’Europe orientale Éditions José Corti, 2004",2005,
7525,Migration in Museums - Narratives of Diversity in Europe. 23-25 octobre à Berlin,2008,
7526,Grégoire Yakschitch. L'Europe et la résurrection de la Serbie (1804-1834). Avec une préface de M. Émile Haumant. 1907,1908,1776-3045
7527,The early developments of hebrew scripts in north-western Europe,2017,2647-7556
7528,"Jean Meyriat, La Calabre, une région sous-développée de l'Europe méditerranéenne",1965,1777-537
7529,Dans la perspective des Jeux olympiques de Sydney en l'an 2000 : stratégie de la Yougoslavie et des pays de l'Est et du Sud-Est de l'Europe,1999,
7530,"Revue d'histoire et de philosophie religieuses, 63e année n°1-2, Janvier-juin 1983. Luther et l'Europe.",1983,
7531,Les couples non cohabitants (Living Apart Together) en Europe,2016,1953-8111
7532,"Jean-Claude Margolin, Érasme, précepteur de l'Europe, Paris, Julliard, 1995",1996,
7533,L'apparition du basket en France (et en Europe) à la fin du XIXe siècle,2003,
7534,Mobilité des étudiants en Europe et harmonisation des formations. Enjeux et difficultés - L’exemple de la chirurgie dentaire,1997,2431-210
7535,"Introduction : Secularisation, Anticlericalism and Funerary Culture in Late Modern Europe",2017,2295-9068
7536,"Géographie générale illustrée : Europe, par W. Rozier. Lausanne, Payot, 1891",0,
7537,La récurrence chez Levinas,1981,1783-1768
7538,"Une ekphrasis tardive entre traditions poétique et iconographique : le char de Médée, symbole du Mal (Dracontius, Romul. X, 556-569)",2013,2117-539
7539,"Hommes et Migrations, n°1108, Novembre-décembre 1987. Les étudiants étrangers.",1987,2262-3353
7540,"17. Hérodote. Histoires. Livre VIII. Uranie. Texte établi et traduit par Ph.-E. Legrand (Collection des Universités de France). Paris, Les Belles Lettres, 1953",1954,2260-8079
7541,"Nouveaux aménagements hydro-électriques dans la région toulousaine (Garonne, Agout et Lot)",1959,2273-0257
7542,Hon. George Peel. The economic policy of France,1937,1958-8992
7543,"Ida SIMON-BAROUH et Yi TAN KIM PHO : Le Cambodge des Khmers Rouges. Chronique de la vie quotidienne, Paris, L’Harmattan, 1990, 317 p.",1993,1703-7921
7544,"R. Price, ed., Maroon Societies : Rebel Slave Communities in the Americas",1975,1953-8103
7545,"Rapport de Delmas, au nom du comité de Salut public, sur les victoires de l'armée des Alpes, et lecture des lettres de Cassanyès, représentant en mission près les armées d'Italie et des Alpes, et de Petit-Guillaume, général en chef de l'arme, lors de la séance du 4 vendémiaire an III (25 septembre 1794)",1794,
7546,De l'assistance au commerce international,1960,1958-8992
7547,Transport combiné et ferroutage sur les grands axes européens (Intermodal itineraries and roadrailing in Europe),1989,2275-5195
7548,L'euro et la stabilité des taux de change. Une analyse théorique,1998,1950-6694
7549,De la « note Staline » à la conférence « 2 + 4 ». La réunification en perspective,1991,1958-8992
7550,Industrie : La dynamique industrielle italienne : avantages et coûts d'un modèle inorganisé,1992,1773-0198
7551,Les voyages au troisième âge,1982,1773-0201
7552,Réformes financières et convertibilité des monnaies dans les économies de l'Est,1990,1777-5647
7553,"34. Philon d'Alexandrie. La Migration d'Abraham. Introduction, texte critique, traduction et notes par René Cadiou. Volumes 47, Collection « Sources chrétiennes » Paris, Éditions du Cerf, 1967
35. Homélies Pascales. III. Une homélie anatolienne sur la date de Pâques en l'an 387. Étude, édition et traduction par F. Floéri et P. Nautin. Volumes 48, Collection « Sources chrétiennes »
36. Jean Chrysostome. Huit catéchèses baptismales inédites. Introduction, texte critique, traduction et notes par A. Wenger, A. A. Volumes 50, Collection « Sources chrétiennes »
37. Syméon le Nouveau Théologien. Chapitres théologiques, gnostiques et pratiques. Introduction, texte critique, traduction et notes de J. Darrouzes, A. A. Volumes 51, Collection « Sources chrétiennes »
38. Eusèbe de Césarée. Histoire ecclésiastique. III. Livres VIII-X. — Les Martyrs en Palestine. Texte grec, traduction et notes par G. Bardy. Volumes 55, Collection « Sources chrétiennes » Id., 1958
39. Athanase d'Alexandrie. Apologie à l'empereur Constance. Apologie pour sa fuite. Introduction, texte critique, traduction et notes de Jan-M. Szymuziak, S.J. Volumes 56, Collection « Sources chrétiennes » Id., 1958.",1958,2260-8079
7554,Préface,1980,
7555,La fonction calendaire du roi de Rome et sa participation à certaines fêtes,1976,2108-6443
7556,Tache imposée et phantasmes projetés dans un petit groupe de travail ou : de l'imaginaire au symbolique,1966,2118-4496
7557,Iphigénie au bord de la mer,1992,2272-7639
7558,Mises en pièces : une lecture productive de Bernard Vargaftig,1984,2425-2042
7559,L'Union européenne à l'heure de l'élargissement,2004,1957-7966
7560,"Esclaves-esclavage, peurs individuelles et peurs sociales dans les Métamorphoses d'Apulée",2007,
7561,Journalisme et respect de l'homme,1993,1778-7459
7562,Sicile 1962 : Développement et planification,1963,1760-8538
7563,Le Bédouin et le droit,1972,2105-2271
7564,Le Moyen-Orient,1972,2105-2271
7565,La réflexion sur le sida comme question philosophique : une expérience d'enseignement,1996,2105-2913
7566,"Le plan de Dieu, la paix du texte (texte et histoire en l'an mil)",1976,2513-6119
7567,Séance du 14 janvier 2009,2012,2540-3494
7568,Propter sicciates. La fin de la guerre des Gaules à la lumière des données paléoclimatiques (54-51 av. J.-C.) (en collaboration avec S. Durost),2012,2540-3494
7569,L'agressivité,1964,1955-2580
7570,"Discussion sur l’arrestation de M. et Mme de Brézé, lors de la séance du 26 juin 1791",1791,
7571,"F. Schillebeeckx, La politique n'est pas tout. Jésus dans la culture occidentale : mystique, éthique et politique, Paris, Cerf, « Apologétique », 1988",1991,
7572,Questions sur l'Asie,1992,1958-8992
7573,Contribution à l'élaboration d'une méthodologie de développement local et à la conception d'un outil d'aide à la décision : application au pays de Bitche,1996,2108-6478
7574,"Le paysage dans la peinture française du xvne siècle : de l'imitation de la nature à la rhétorique des ""Belles idées""",1977,2076-8443
7575,Développement et démocratie en Asie du Sud-Est,1992,1958-8992
7576,Silences et construction sociale du récit historique chez les Boni de la Guyane française,2017,1703-7921
7577,La langue française à l'ordre du jour (1789-1794),1988,1960-6001
7578,Sous « La Croix du Sud » : L'Amérique latine dans le miroir de sa littérature,1958,1953-8146
7579,"Avatars d'un mythe. ""La mort de Danton"", drame de Georg Büchner et son histoire",1989,1952-403
7580,Les constructions de Noémi. Cartographies schizoanalytiques,1998,2111-4412
7581,L’émigration marocaine au Canada : contextes de départ et diversité des parcours migratoires,2008,2000-2006
7582,"La construction d'une politique européenne de l'asile, entre discours et pratiques",2002,2262-3353
7583,"Les nouvelles procédures collectives d'apurement du passif en Europe centrale. De l'inspiration française, allemande et américaine et des tendances fortes régissant ces procédures",2002,2259-6100
7584,Quand les manuels définissent les programmes officiels… À propos de la mise en pratique de l’enseignement du fait religieux à l’ école,2008,2118-724
7585,Disparités régionales du transport aérien international,1991,2547-5614
7586,Les géographes et la protection de l'environnement pour l'écologie mais contre les écologistes,1991,1777-5884
7587,À propos des spéculations sur l'avenir. Deuxième esquisse bibliographique,1965,1950-6686
7588,Communismes : l'éclatement,1989,1958-8992
7589,Les méandres de la géométrie intime dans Le baobab fou de Ken Bugul : Du fantasmatique à l’autobiographique,2012,1708-9069
7590,Vers une étude des mutations de la population juive en France et du judaïsme français,1966,1777-5825
7591,Baroque et méthodologie comparatisée,1986,2260-8478
7592,"51. Lindsay (Jack). Byzantium into Europe. The Story of Byzantium as the First Europe (326-1204 A. D.) and its further Contribution till 1453 A. D., The Bodley Head. London, 1952",1953,2260-8079
7593,"Denys Hay. L'Europe aux XIVe et XVe siècles. Traduit de l'anglais par Fr. et G. Ruhlmann. Paris, Sirey, 1972. In-8°, VIII-416 pages. ( Histoire de l'Europe, t. V.)",1973,1953-8138
7594,Effects of Holocene changes of sea-level on the hydrological regime of NW Europe (Les conséquences des variations du niveau de la mer sur le régime hydrologique du nord-ouest de l'Europe),1980,1965-0795
7595,"Modernisme en Europe centrale : les avant-gardes, dir. Maria Delaperrière
(Post) modernisme en Europe centrale : la crise des idéologies, dir. Maria Delaperrière",2000,2117-718
7596,"Goldoni et l'Europe. Actes du colloque «Goldoni l'Européen », 13 et 14 mai 1993, n° spécial, 1995 ;
Goldoni en Europe aujourd'hui — et demain ? Actes des Rencontres internationales de Strasbourg, 9-12 juin 1994, 1995",1997,1760-7892
7597,"BRUNNER, Georg. Nationality Problems and Minority Conflicts in Eastern Europe. Strategies for Europe. Updated and completely revised edition, Gütersloh, Bertelsmann Foundation Publishers, 1996,198 p.",1998,1703-7891
7598,"De l’esprit de la Résistance jusqu’à l’idée de l’Europe. Projets européens et américains pour l’Europe de l’après-guerre (1940-1950), Veronika Heyde, 2010, coll. Euroclio no 52, Bruxelles, P.I.E. Peter Lang, 470 p.",2012,1703-7891
7599,"Martine Behar-Touchais et Muriel Chagny (dir.). -Livre vert sur le droit européen des contrats, Réponses du réseau Trans Europe Experts, coll. «Trans Europe Experts » , vol. 1, 2011",2012,1953-8111
7600,"Le sous-développement en Europe méridionale : Ray Hudson, Jim Lewis, Uneven Development in Southern Europe. Studies of Accumulation, Class, Migration and the State",1987,1777-5884
7601,"Villes de l'Europe méditerranéenne et de l'Europe occidentale du Moyen Age au XIXe siècle. Actes du Colloque de Nice (27- 28 mars 1969). Nice, 1969. (Fascicule des Annales de la Faculté des Lettres et Sciences humaines de Nice, nos 9-10.)",1970,1953-8138
7602,Ralentissement de la croissance potentielle et hausse du chômage,1997,1777-5647
7603,Le mouvement européen pour le désarmement nucléaire et le non-alignement,1984,1703-9665
7604,"Pierre Verluise, Le nouvel emprunt russe, préface du général P. Gallois, 1995",1995,2496-7467
7605,"Vrba Rudolf, Bestic Alan, Je me suis évadé d'Auschwitz",1989,1950-6678
7606,"Hommes et Migrations, n°1261, Mai-juin 2006. Accueillir autrement.",2006,2262-3353
7607,Anciens dispositifs et dispositifs émergents,2006,2551-3761
7608,Origine des Cambodgiens,1897,1777-5469
7609,II. Anatomo-physiologie nerveuse. Neurologie,1913,1955-2580
7610,Étude prospective sur les transferts des ressources et des technologies à l'Asie du Sud-Est en l'an 2000,1971,1963-1359
7611,L'émigration océanienne : une théorie socio-économique,1994,2104-3752
7612,Etudes sur le lac de Grandlieu et ses affluents (fin),1914,2108-6443
7613,Exigences de qualité et nouvelles formes d'aliénation,1996,1955-2564
7614,Travail manuel,1922,
7615,Les progrès de la Science et l’Éducation scientifique,1903,
7616,Un Panthéon morbide : la naissance du Musée de la Société phrénologique de Paris,2013,1492-1405
7617,Nouvelles et informations,1888,
7618,"Le défi indien, XVIIe et XVIIIe siècles",1995,1760-737
7619,Boundary formation and diffusion of plague : swiss epidemics from 1562 to 1669,1978,1776-2774
7620,Les étudiants slaves et hongrois dans les universités occidentales (XIIIe-XVe siècle),1990,
7621,Les limites orientales de l'espace européen,1993,1760-7892
7622,European Integration and Regional Growth,1994,1950-6694
7623,La coopération franco-allemande face aux nouveaux défis,1994,1958-8992
7624,Canadian Doctors and the Cholera,1977,1712-6274
7625,Le bien-être économique des enfants européens. Une perspective comparative.,1994,1957-7966
7626,Les inquiétudes européennes face aux systèmes de défense anti-missiles,1984,1958-8992
7627,Le problème Reżâ-yi 'Abbâsî et Ivan Stchoukine,1968,2111-4552
7628,"Nomades et pasteurs, IV",1964,2108-6478
7629,Problèmes de croissance en Israël,1960,1777-5884
7630,"Fixation restreinte dans le salariat, secteur informel et politique d'emploi en Amérique latine",1987,1963-1359
7631,Les conventions internationales conclues par la France et publiées au Journal Officiel de la République Française en 1967,1967,2105-2948
7632,"Géographie sociale, géographie du littoral",1995,1760-8546
7633,Un Intellectuel allemand et la Révolution française : Karl Friedrich Reinhard,1984,1952-403
7634,Dans quel sens faut-il regarder les métopes Nord du Parthénon ?,1944,2260-8079
7635,Retour à l’esprit de Rome : Interview,2007,1777-5744
7636,Observations sur le développement technique et stylistique de György Ligeti au début des années 1950,1996,2005-2017
7637,Mouvements migratoires d'après-guerre,1947,1957-7966
7638,"Les Sapygidae d’Europe (Hymenoptera, Aculeata)",2017,
7639,Franc-maçonnerie et protestantisme,1985,1760-7892
7640,Ordre public et poursuites criminelles sous le Directoire (1795-1799). L'expérience d'un modèle judiciaire libéral,2007,1952-403
7641,Le roman romantique de la formation de l'artiste,1986,1957-7958
7642,La Chine nationaliste et communiste au pays des lamas,1953,1958-8992
7643,Formes biographiques de représentation dans le témoignage des réfugiés espagnols : adoption de rôles,1995,2613-2699
7644,L'échec scolaire,1986,2105-2913
7645,Les instincts et le comportement reproducteur,1959,1955-2580
7646,"P. Briant, Darius dans lʼombre d’Alexandre, Paris (2003)",2006,2496-7114
7647,Les réfugiés de 1940 dans le midi,2001,1950-6678
7648,Comprendre les crises financières internationales,2003,1777-5744
7649,Peu qui résiste au vent : Jean-Baptiste de Seynes,1998,1958-5926
7650,"Marguerite Michelle CÔTÉ, Les jeunes de la rue",1992,1705-6225
7651,54. Le représentant Delmas rend compte des victoires de l’armée des Alpes et donne lecture des dépêches officielles. La Convention décrète la mention honorable de la conduite des deux divisions de l’armée des Alpes,1994,
7652,Un modèle théorique de la dynamique de l'hyperinflation : une reformulation du modèle de Cagan,1995,1760-7388
7653,La ségrégation comme processus dans l'école et dans la ville,1998,1777-5418
7654,Les effets structurels des politiques de stabilisation macroéconomique,1994,2259-6100
7655,La Révolution dans les mœurs,2008,2497-6784
7656,La VIIIe session de la conférence de droit international privé de La Haye,1958,
7657,La non-prolifération nucléaire au XXIe siècle,1995,1958-8992
7658,La rédemption par les ovnis : lectures croisées de Vol 714 pour Sydney et de la revue Planète,2010,1492-1405
7659,Bibliographie,1970,1760-7361
7660,Pour sortir de l’ornière néo-positiviste,1976,1492-1375
7661,La Déportation et la Nouvelle-Calédonie,1978,2275-4954
7662,L'exil berbère en chansons,1995,2262-3353
7663,Chronique de l'enseignement,1897,
7664,L’ethnicisation de l’établissement humain en Amérique du Nord : l’exemple du quartier portugais à Montréal,1995,1708-8968
7665,Œdipe et la mentalité de groupe,1999,1953-8103
7666,Indiens Yanomami et chercheurs d'or au Brésil. Le massacre de Haximu,1994,1957-7842
7667,"Franck Alengry. Condorcet guide de la Révolution française, théoricien du droit constitutionnel et précurseur de la science sociale, 1904
Léon Cahen. Condorcet et la Révolution française, 1904",1905,1776-3045
7668,"Référents grecs, expression latine : à propos de la culture des sodalités africaines",2007,
7669,La prévention,2005,
7670,L’industrialisation en Afrique : Sortir des modèles de pensée mercantilistes (Note),1990,1703-7891
7671,Aperçu général sur la situation économique mondiale,1947,1777-5574
7672,I. — L'évolution de la situation économique dans le monde,1947,1777-5574
7673,Est-il toujours temps de penser à la démocratie ?,2004,1960-6656
7674,"Revue d'études comparatives Est-Ouest, vol. 35, 2004, n°1-2. Sortir de la transition bloquée : Serbie-Monténégro, sous la direction de Mirjana Morokvasic et Nebojsa Vukadinovic.",2004,2259-6100
7675,Dynamisme de la Révolution et changements structurels,2000,2261-4427
7676,Pace (Enzo) Le Sette,1998,1777-5825
7677,1° Musée Arabe. Canon de l'époque du sultan Selim III,1933,
7678,II. - Histoire moderne et contemporaine,1956,2496-7068
7679,"Dorval BRUNELLE, La désillusion tranquille",1978,1705-6225
7680,I. Un concept de transition,1987,2105-2956
7681,IV. - Synthèses et conclusion,1979,1963-1359
7682,Dossier-débat. Mutations de la gauche ?,1984,2261-1010
7683,Pouvoir du récit et récit du pouvoir,1979,1955-2564
7684,"Érasme, dans la tourmente luthérienne et sa phobie des complots",1996,
7685,"Raymond Lulle, le Docteur illuminé",1963,2275-5160
7686,La théorie thomiste de la propriété,1895,1783-1768
7687,Fonction du rêve dans le roman russe,1968,1777-5388
7688,Le Convive des dernières fêtes ou la violence banale,1982,1958-5926
7689,"Jacques Soustelle, de l'ethnologie à la politique",1996,1776-3045
7690,"La gauche, du XXe au XXIe siècle. Pour une double auto-critique, idéologique et écologique",2008,2102-5924
7691,Le migrant dans l'ordre juridique canadien,1996,2262-3353
7692,Origine de l'Homme,1989,
7693,Jean Macé et l’Alsace. Conférence faite sous la présidence de M. le député Jules Siegfried à la Société de réintégration des alsaciens-lorrains,1905,
7694,Vichy était-il fasciste ?,1986,1950-6678
7695,Tlön III : le retour. Techniques d'images supports de mémoire,1995,1960-6176
7696,IV. Psychologie animale.,1955,1955-2580
7697,"Discussion sur l'affaire d'Avignon, lors de la séance du 27 août 1790",1790,
7698,Troisième partie : période des Tày-Son,1906,1760-737
7699,L'empirisme devant le problème de la bêtise,1984,1783-1768
7700,De la prévision en économie politique,2011,1918-7475
7701,"Saint Antoine Daniel, martyr canadien (suite)",1956,1492-1383
7702,Quelques remarques sur les sens du toucher et de la vue chez les Araignées sédentaires,1935,
7703,"Des chiffres, des hommes et des femmes",1993,2262-3353
7704,Du social au sacré dans les contes de Perrault,1980,2105-2573
7705,Dossier : Quel rôle pour la littérature chinoise aujourd'hui ? L'exemple de Gao Xingjian,2010,1996-4609
7706,"Saint-Priest (Comte de), Mémoires : Règnes de Louis XV et de Louis XVI. La Révolution et l'Emigration, publiés par le baron de Barante. 1929",1930,1776-3045
7707,"Les juifs, la violence et le sacré",1995,1953-8146
7708,"Sur le multiculturalisme et la politique de la différence identitaire : Taylor, Walzer, Kymlicka",1997,1703-8480
7709,Le monde de la plantation : perspectives (note critique),1998,2275-4954
7710,Les positions de la CDU en matière de politique étrangère,1974,1958-8992
7711,Palynologie et dérive des continents au Trias,1974,2613-277
7712,Le Tessin : les mutations économiques et sociales d'un canton périphérique,1990,1777-5884
7713,"Le dialogue euro-arabe, instance du nouvel ordre international (1973-1978)",1980,1950-6686
7714,Chronique des Églises orientales,1913,2261-060
7715,"Transfert technologique, coopération régionale et FMN",1976,1963-1359
7716,"Les «colonnes» de Buren, une crise politico-artistique",1998,1950-6678
7717,Montréal : portrait d’une saison hybride (1990-1991),1991,1488-9692
7718,Biologie de l’écriture,1982,1492-1405
7719,Vie de la société,1961,1760-7361
7720,"3es Journées juridiques franco-suisses (Dijon, 13-15 octobre 1986)",1987,1953-8111
7721,Dr. Willibald Staudacher. Die Trennung von Himmel und Erde. Ein vorgriechischer Schöpfungsmythus bei Hesiod und den Orphikern,1944,2295-9076
7722,Le schéma d'action : outil de figurai ion des représentations dans l'analyse des pratiques profession­nelles,2002,2105-2913
7723,Table ronde n° 4 : Élargir,2003,
7724,Histoire de la Faculté philosophique,1882,
7725,La tactique militaire des années de chevaliers,1947,2271-7005
7726,L’image au cinéma ou le corps (d)écrit,1996,1705-6500
7727,Villes moyennes et classes moyennes ou les limites de la mobilité sociale / Medium-sized towns and middle classes or the limits to social mobility,1990,1960-601
7728,En quête d'une histoire : les conversos de Celendin au Pérou,1994,1957-7842
7729,"Réincarner les ombres du passé : Maria Lusitania de Charlotte Delbo, l’expérience de la déportation pour évoquer l’oppression de la dictature portugaise",2005,1952-4226
7730,Les révolutions provinciales dans les villes du royaume de Naples : le cas des Pouilles (1647-1648),2009,2261-4427
7731,"Des bouteilles à la terre, des archives pour l’avenir",1997,1492-1375
7732,Le voyage de Vasco de Gama aux Indes d'après la relation d'Alvaro Velho (1497-1499),1997,
7733,Modernité et tradition dans l’oeuvre de Gamal Ghitany,2007,2613-2702
7734,"Les signataires du CAI, des positions contrastées",2006,2262-3353
7735,"Marianne Cornevin, Liberté, que de crimes on commet en ton nom ! Vie de madame Roland, guillotinée le 8 novembre 1793",2004,1952-403
7736,"Spannagel (M.), Exemplaria principis : Untersuchungen zu Entstehung und Ausstattung des Augustusforums. (Archäologie und Geschichte ; Band 9), 1999",2002,2540-2544
7737,II. Délits non intentionnels,2011,2102-5940
7738,Une reprise à des fins culturelles : la Chapelle Saint-Julien,2005,
7739,"Romantisme, 2004, n°126. Prisons.",2004,1957-7958
7740,L'expérience de la folie et le fantasme de la femme-de-pierre chez L. Tieck,1977,1957-7958
7741,Le comportement des détenteurs des livrets «A» des Caisses d'épargne,1979,1777-5795
7742,"Six (Jean-François) Les Jeunes, l'avenir et la foi",1977,1777-5825
7743,L'écume des lettres,1998,2613-2702
7744,De la crise des collatéraux à la remise des dettes publiques,2010,1777-5744
7745,"Malinowski Bronislaw, Journal d'ethnographe.",1987,1958-5691
7746,Les tribus de « Guich » et le Makhzen sous le règne de Sidi Mohammed Ben Abd Allah,1970,2105-2271
7747,Les Thuringiens dans le Nord du royaume franc,1988,2104-3914
7748,Voyages du Dr Nachtigall,1876,2297-5810
7749,Henry Vignaud : La lettre et la carte de Toscanelli sur la route des Indes par l'Ouest adressées en Ikli au Portugais Fernam Martins et transmises plus tard à Christophe Colomb,1903,1957-7842
7750,Rapports économiques entre la Flandre et la Crète à la la fin du Moyen-Âge,1935,2295-9068
7751,Les Cahiers de Kérylos,2008,
7752,Histoire politique : les événements,1997,2261-4427
7753,La clarté des archives,2000,2268-1590
7754,Les braves mots de l'aménagement (brefs sarcasmes géographiques),2000,1760-7426
7755,La musique pour enfants,1956,1969-6981
7756,"30. La Convention sur le rapport de Grégoire, au nom du comité d’instruction publique, décrète que les agents nationaux et les administrateurs de district sont individuellement et collectivement responsables des destructions et dégradations commises dans leurs arrondissements respectifs, sur les livres, les antiques et les autres monuments de sciences et d’art",2000,
7757,En-deçà du visage,1992,2262-0753
7758,La place de l'armée dans la Révolution française,1993,2271-7005
7759,Livres de comptes et routes commerciales dans les Alpes orientales et les Balkans au XVIe siècle,1972,1953-8146
7760,Le renouveau des travaux socio-historiques sur les juifs du Centre-Est européen,1990,1955-2564
7761,Les politiques d'immigration au Canada de 1867 à nos jours,1996,2262-3353
7762,Séance du 12 mai 1971,1973,2540-3494
7763,Crise de modernisme dans l'armée,1961,1958-5691
7764,L'idéologie de la communication : une alternative à la barbarie,1988,2105-2956
7765,Histoire et philologie vietnamiennes,1974,
7766,Travailler à quarante ans,1976,2262-0753
7767,Réflexions sur la géographie dans l'enseignement secondaire,1947,1777-5876
7768,Les enseignant face à la culture cinématographique : les ciné-clubs dans le second degré,1965,2102-5924
7769,Celle qui avait disparu (Nouvelle),1963,1778-7459
7770,Notre questionnaire : 120 réponses,1965,1778-7459
7771,De rebus illustribus : analyse psychologique des réponses au questionnaire,1965,1778-7459
7772,Réponse à Gérard Lenclud,1998,2102-5924
7773,Outre-Mer portugais,1957,2275-4954
7774,Un résumé des lignes de force du système monétaire international actuel,1979,1710-3991
7775,Comment écrire l’histoire d’une paroisse,1950,1492-1383
7776,Enseignement de la Préhistoire en France,1908,1760-7361
7777,L'influence de Malherbe en Normandie,1956,2261-4427
7778,Physiologues et Mandarins,1957,2275-5160
7779,L'équivoque religieuse,1976,
7780,Rapport de la commission chargée de rédiger des instructions anthropologiques pour l'ile de la Réunion,1865,1777-5469
7781,"Quelques discours de distribution de prix. Discours de M. Compayré, Inspecteur général, au lycée Louis-le-Grand",1907,
7782,La Casa Velasquez,1929,
7783,La géométrie à l’école primaire supérieure,1895,
7784,Courrier de l'extérieur,1895,
7785,A travers les périodiques français,1926,
7786,Diderot et son oeuvre,1913,
7787,Les quatre opérations arithmétiques fondées sur l’emploi des tables,1924,
7788,Les sciences dans l’enseignement secondaire,1904,
7789,La moralité et les formules morales,1908,
